Q732253	Torsebro	Torsebro	Torsebro	270	64	Point(14.116666666 56.1)	http://www.wikidata.org/entity/Q180756, http://www.wikidata.org/entity/Q498857	Skåne, Kristianstads kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Torsebro%20Pulverfabrik%20Arbeiterwohnungen.JPG
Q746839	Söderhamn	Söderhamn	Söderhamn	12213	946	Point(17.052562226 61.308368548)	http://www.wikidata.org/entity/Q145835	Söderhamns kommun	http://commons.wikimedia.org/wiki/Special:FilePath/%C3%96ster%20S%C3%B6derhamn.jpg
Q254761	Älghult	Älghult	Älghult	457	98	Point(15.574809398 57.009280306)	http://www.wikidata.org/entity/Q515505	Uppvidinge kommun	http://commons.wikimedia.org/wiki/Special:FilePath/%C3%84lghult%20centrum.jpg
Q265682	Vadstena	Vadstena	Vadstena	5714	368	Point(14.897134742 58.445096364)	http://www.wikidata.org/entity/Q515969	Vadstena kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Vadstena%20kloster%20fr%C3%A5n%20luften.jpg
Q614210	Bröttjärna	Bröttjärna	Bröttjärna	135	43	Point(15.02084757 60.503059009)	http://www.wikidata.org/entity/Q205218, http://www.wikidata.org/entity/Q2642771, http://www.wikidata.org/entity/Q21743118	Dalarna, Gagnefs kommun, Mockfjärds distrikt	http://commons.wikimedia.org/wiki/Special:FilePath/Br%C3%B6ttj%C3%A4rna%202015.jpg
Q661608	Bålsta	Bålsta	Bålsta	15294	1148	Point(17.504091543 59.551211514)	http://www.wikidata.org/entity/Q203509, http://www.wikidata.org/entity/Q511253	Uppland, Håbo kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Balsta%20Stockholmsv.jpg
Q676026	Arlöv	Arlöv	Arlöv	4164	510	Point(13.033333333 55.633333333)	http://www.wikidata.org/entity/Q186662	Burlövs kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Arl%C3%B6v%20M%C3%B6llerstedtska%20huset.JPG
Q521686	Yttermalung	Yttermalung	Yttermalung	185	84	Point(13.827522922 60.57780236)	http://www.wikidata.org/entity/Q205218, http://www.wikidata.org/entity/Q504266, http://www.wikidata.org/entity/Q21743117	Dalarna, Malung-Sälens kommun, Malungs distrikt	http://commons.wikimedia.org/wiki/Special:FilePath/Yttermalungs%20kapell.jpg
Q121561	Edsbyn	Edsbyn	Edsbyn	4336	523	Point(15.813053381 61.369149999)	http://www.wikidata.org/entity/Q206564, http://www.wikidata.org/entity/Q505085	Hälsingland, Ovanåkers kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Ow%C3%A9ns%20v%C3%A4g%2C%20Edsbyn%20-%20panoramio.jpg
Q524379	Sorsele	Sorsele	Sorsele	1113	191	Point(17.530299974 65.527682799)	http://www.wikidata.org/entity/Q212640, http://www.wikidata.org/entity/Q501463	Lappland, Sorsele kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Sorsele%20kyrka.jpg
Q787693	Lugnås	Lugnås	Lugnås	608	110	Point(13.698221708 58.642835008)	http://www.wikidata.org/entity/Q103093, http://www.wikidata.org/entity/Q213551, http://www.wikidata.org/entity/Q427422	Västra Götalands län, Västergötland, Mariestads kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Lugn%C3%A5s%20station%20030720.JPG
Q145648	Ljusne	Ljusne	Ljusne	1991	326	Point(17.125176271 61.212639077)	http://www.wikidata.org/entity/Q145835	Söderhamns kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Ljusne%20kyrka%201.jpg
Q175159	Mohed	Mohed	Mohed	509	185	Point(16.831578136 61.286914534)	http://www.wikidata.org/entity/Q145835	Söderhamns kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Mohed%20Halsingland%20from%20above.jpg
Q667818	Kinna	Kinna	Kinna	15448	1971	Point(12.68047451 57.495403647)	http://www.wikidata.org/entity/Q103093, http://www.wikidata.org/entity/Q213551, http://www.wikidata.org/entity/Q500153, http://www.wikidata.org/entity/Q21567402, http://www.wikidata.org/entity/Q21567734	Västra Götalands län, Västergötland, Marks kommun, Kinna distrikt, Örby-Skene distrikt	http://commons.wikimedia.org/wiki/Special:FilePath/Town%20of%20Skene%20Sweden.jpg
Q748559	Strömstad	Strömstad	Strömstad	7466	456	Point(11.186365606 58.944138339)	http://www.wikidata.org/entity/Q103093, http://www.wikidata.org/entity/Q209523, http://www.wikidata.org/entity/Q501424, http://www.wikidata.org/entity/Q21567578	Västra Götalands län, Bohuslän, Strömstads kommun, Strömstads distrikt	http://commons.wikimedia.org/wiki/Special:FilePath/S%C3%B6dra%20Hamnen%2C%20Str%C3%B6mstad.jpg
Q759763	Forsvik	Forsvik	Forsvik	323	84	Point(14.4341913 58.58)	http://www.wikidata.org/entity/Q103093, http://www.wikidata.org/entity/Q213551, http://www.wikidata.org/entity/Q499435	Västra Götalands län, Västergötland, Karlsborgs kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Forsvik%2C%20den%209%20juni%202006%2C%20bruket.JPG
Q271138	Åre	Åre	Åre	3430	649	Point(12.935084793 63.393824274)	http://www.wikidata.org/entity/Q103679, http://www.wikidata.org/entity/Q271153	Jämtlands län, Åre kommun	http://commons.wikimedia.org/wiki/Special:FilePath/%C3%85resj%C3%B6n%20Dcastor%202003.jpg
Q271242	Åsarp	Åsarp	Åsarp	607	105	Point(13.565100668 58.023966819)	http://www.wikidata.org/entity/Q103093, http://www.wikidata.org/entity/Q213551, http://www.wikidata.org/entity/Q503214, http://www.wikidata.org/entity/Q254990, http://www.wikidata.org/entity/Q922842	Västra Götalands län, Västergötland, Falköpings kommun, Älvsborgs län, Skaraborgs län	http://commons.wikimedia.org/wiki/Special:FilePath/%C3%85sarp%20in%20V%C3%A4stra%20g%C3%B6taland%2CSweden.jpg
Q287691	Surte	Surte	Surte	6490	373	Point(12.017622746 57.835071695)	http://www.wikidata.org/entity/Q103093, http://www.wikidata.org/entity/Q209523, http://www.wikidata.org/entity/Q213551, http://www.wikidata.org/entity/Q254990, http://www.wikidata.org/entity/Q498470	Västra Götalands län, Bohuslän, Västergötland, Älvsborgs län, Ale kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Ale-Surte%20IMG%200500%20Surte.jpg
Q429467	Hjo	Hjo	Hjo	6357	501	Point(14.278614911 58.304433536)	http://www.wikidata.org/entity/Q103093, http://www.wikidata.org/entity/Q428749, http://www.wikidata.org/entity/Q213551	Västra Götalands län, Hjo kommun, Västergötland	http://commons.wikimedia.org/wiki/Special:FilePath/Hjo%2C%20Stora%20Torget%2C%20den%207%20juni%202006.JPG
Q538915	Mjölby	Mjölby	Mjölby	13947	885	Point(15.131155655 58.332131056)	http://www.wikidata.org/entity/Q267030	Mjölby kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Kungsv%C3%A4gen%20i%20centrum%20av%20Mj%C3%B6lby%2C%20den%2020%20maj%202007.JPG
Q586790	Gideå	Gideå	Gideå	283	67	Point(18.972329437 63.481490294)	http://www.wikidata.org/entity/Q298003	Örnsköldsviks kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Gide%C3%A5%20kyrka%2008.JPG
Q599318	Hallen	Hallen	Hallen	233	90	Point(14.086590574 63.177290427)	http://www.wikidata.org/entity/Q271153	Åre kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Hallen%20-%20KMB%20-%2016000300024063.jpg
Q259046	Gällivare	Gällivare	Gällivare	10584	861	Point(20.65 67.133333333)	http://www.wikidata.org/entity/Q493815	Gällivare kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Storgatan%20G%C3%A4llivare.JPG
Q246694	Vagnhärad	Vagnhärad	Vagnhärad	3929	310	Point(17.472837768 58.946757079)	http://www.wikidata.org/entity/Q505064	Trosa kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Vagnh%C3%A4rad%20station%20Trosa.jpg
Q215832	Kristinehamn	Kristinehamn	Kristinehamn	18597	1456	Point(14.07734456 59.306287034)	http://www.wikidata.org/entity/Q510364	Kristinehamns kommun	http://commons.wikimedia.org/wiki/Special:FilePath/1Kristinehamns%20r%C3%A5dhus.JPG
Q254017	Virserum	Virserum	Virserum	1844	297	Point(15.565771281 57.321931715)	http://www.wikidata.org/entity/Q512002	Hultsfreds kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Smalsp%C3%A5ret%20Virserums%20station.jpg
Q255578	Insjön	Insjön	Insjön	2120	369	Point(15.094950558 60.677820698)	http://www.wikidata.org/entity/Q509651	Leksands kommun	http://commons.wikimedia.org/wiki/Special:FilePath/%C3%85hlens%20paviljong.jpg
Q131882	Rimbo	Rimbo	Rimbo	5223	348	Point(18.358470861 59.744373123)	http://www.wikidata.org/entity/Q203509, http://www.wikidata.org/entity/Q214048	Uppland, Norrtälje kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Rimbo%2001.JPG
Q784944	Maglehem	Maglehem	Maglehem	151	66	Point(14.151312897 55.771997315)	http://www.wikidata.org/entity/Q180756, http://www.wikidata.org/entity/Q498857, http://www.wikidata.org/entity/Q21560220	Skåne, Kristianstads kommun, Maglehems distrikt	http://commons.wikimedia.org/wiki/Special:FilePath/Maglehems%20kyrka%2C%20exteri%C3%B6r.jpg
Q787758	Ovesholm	Ovesholm	Ovesholm	299	19	Point(14.016666666 56.0)	http://www.wikidata.org/entity/Q180756, http://www.wikidata.org/entity/Q498857	Skåne, Kristianstads kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Ovesholms%20slott.jpg
Q810260	Baskemölla	Baskemölla	Baskemölla	303	70	Point(14.315857093 55.59195795)	http://www.wikidata.org/entity/Q180756, http://www.wikidata.org/entity/Q21560063, http://www.wikidata.org/entity/Q504626	Skåne, Gladsax distrikt, Simrishamns kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Baskem%C3%B6lla%20hamn%203.jpg
Q813826	Beddingestrand	Beddingestrand	Beddingestrand	1520	386	Point(13.424212438 55.359315152)	http://www.wikidata.org/entity/Q180756, http://www.wikidata.org/entity/Q504219, http://www.wikidata.org/entity/Q515266	Skåne, Trelleborgs kommun, Skurups kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Granhyddan.jpg
Q820082	Bergnäset	Bergnäset	Bergnäset	3761	299	Point(22.086933149 65.571993466)	http://www.wikidata.org/entity/Q177019	Luleå kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Luleaabove.JPG
Q255168	Änge	Änge	Änge	351	62	Point(14.069857611 63.457474438)	http://www.wikidata.org/entity/Q514707	Krokoms kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Offerdal.Ange.2.JPG
Q176095	Gunnarn	Gunnarn	Gunnarn	176	72	Point(17.686625225 65.011188001)	http://www.wikidata.org/entity/Q212640, http://www.wikidata.org/entity/Q499415, http://www.wikidata.org/entity/Q21595831	Lappland, Storumans kommun, Stensele distrikt	http://commons.wikimedia.org/wiki/Special:FilePath/Kornh%C3%A4ssjan%20i%20Gunnarn-2012-06-24.jpg
Q179286	Nattavaara	Nattavaara	Nattavaara	114	48	Point(20.956947275 66.756064027)	http://www.wikidata.org/entity/Q212640, http://www.wikidata.org/entity/Q493815, http://www.wikidata.org/entity/Q21721289	Lappland, Gällivare kommun, Gällivare distrikt	http://commons.wikimedia.org/wiki/Special:FilePath/Nattavaara%20station.jpg
Q83681	Kalix	Kalix	Kalix	8393	895	Point(23.177674141 65.849130349)	http://www.wikidata.org/entity/Q117091	Kalix kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Kalix%20kyrka%20view.jpg
Q83647	Ekeby	Ekeby	Ekeby	3319	385	Point(12.962957961 55.999645284)	http://www.wikidata.org/entity/Q180756, http://www.wikidata.org/entity/Q511310, http://www.wikidata.org/entity/Q504227	Skåne, Bjuvs kommun, Svalövs kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Ekeby%20badhus.jpg
Q254251	Hestra	Hestra	Hestra	1362	210	Point(13.594292622 57.446137015)	http://www.wikidata.org/entity/Q505259	Gislaveds kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Hestra%20station.JPG
Q258121	Ätran	Ätran (locality)	Ätran	405	65	Point(12.946546306 57.12265664)	http://www.wikidata.org/entity/Q508168	Falkenbergs kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Ehemalige%20Eisenbahnbr%C3%BCcke%20%C3%BCber%20%C3%84tran.JPG
Q307541	Överkalix	Överkalix	Överkalix	1035	124	Point(22.848060744 66.32340909)	http://www.wikidata.org/entity/Q211649, http://www.wikidata.org/entity/Q307569	Norrbotten, Överkalix kommun	http://commons.wikimedia.org/wiki/Special:FilePath/00%202766%20Polarkreis%20-%20Jokkmokk%20%28Schweden%29.jpg
Q307541	Överkalix	Överkalix	Överkalix	1035	124	Point(22.848060744 66.32340909)	http://www.wikidata.org/entity/Q211649, http://www.wikidata.org/entity/Q307569	Norrbotten, Överkalix kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Ylikainus%2C%20Norrbotten.jpg
Q271002	Ålem	Ålem	Ålem	803	115	Point(16.383333333 56.95)	http://www.wikidata.org/entity/Q199957, http://www.wikidata.org/entity/Q515250	Småland, Mönsterås kommun	http://commons.wikimedia.org/wiki/Special:FilePath/%C3%85lems%20kyrka%20ext%205.jpg
Q671330	Arjeplog	Arjeplog	Arjeplog	1701	223	Point(17.879137082 66.047522716)	http://www.wikidata.org/entity/Q212640, http://www.wikidata.org/entity/Q493855	Lappland, Arjeplogs kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Arjeplog%20kyrka-2006-07-2006.JPG
Q503050	Laholm	Laholm	Laholm	6922	543	Point(13.03908341 56.50406475)	http://www.wikidata.org/entity/Q487502	Laholms kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Laholm%20torget.jpg
Q879479	Bjärred	Bjärred	Bjärred	9916	510	Point(13.027612452 55.721862175)	http://www.wikidata.org/entity/Q180756, http://www.wikidata.org/entity/Q427991, http://www.wikidata.org/entity/Q21560013, http://www.wikidata.org/entity/Q21560044, http://www.wikidata.org/entity/Q21560049, http://www.wikidata.org/entity/Q21560206	Skåne, Lomma kommun, Borgeby distrikt, Fjelie distrikt, Flädie distrikt, Lomma distrikt	http://commons.wikimedia.org/wiki/Special:FilePath/Bj%C3%A4rredk%C3%B6pcentrum.jpg
Q384083	Ekerö	Ekerö	Ekerö	12358	617	Point(17.799878952 59.274446061)	http://www.wikidata.org/entity/Q203509, http://www.wikidata.org/entity/Q492614	Uppland, Ekerö kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Ekero%20centrum%202008.jpg
Q594557	Kungshamn	Kungshamn	Kungshamn	3456	363	Point(11.255750153 58.361029634)	http://www.wikidata.org/entity/Q501420	Sotenäs kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Kungshamn%20sm%C3%B6gen.jpg
Q667632	Korpilombolo	Korpilombolo	Korpilombolo	507	111	Point(23.051599444 66.849855204)	http://www.wikidata.org/entity/Q186230	Pajala kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Korpilombolotorg.jpg
Q122872	Älmhult	Älmhult	Älmhult	10894	1000	Point(14.135050988 56.551510906)	http://www.wikidata.org/entity/Q199957, http://www.wikidata.org/entity/Q254799, http://www.wikidata.org/entity/Q21566556, http://www.wikidata.org/entity/Q21566584	Småland, Älmhults kommun, Stenbrohults distrikt, Älmhults distrikt	http://commons.wikimedia.org/wiki/Special:FilePath/Almhult%20railroad%20station.JPG
Q531376	Varnhem	Varnhem	Varnhem	667	70	Point(13.648168771 58.385725709)	http://www.wikidata.org/entity/Q499421	Skara kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Varnhem%20Klosterkirche.jpg
Q576644	Skoghall	Skoghall	Skoghall	14407	1199	Point(13.498375181 59.327698649)	http://www.wikidata.org/entity/Q499359	Hammarö kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Bruksgatan%20Skoghall.jpg
Q492641	Hede	Hede	Hede	762	268	Point(13.493551809 62.41734621)	http://www.wikidata.org/entity/Q513421	Härjedalens kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Hede%20fr%C3%A5n%20%C3%96stbacken.jpg
Q599114	Mönsterås	Mönsterås	Mönsterås	5165	500	Point(16.449252171 57.028919857)	http://www.wikidata.org/entity/Q515250	Mönsterås kommun	http://commons.wikimedia.org/wiki/Special:FilePath/Monsteras%20vom%20hafen.jpg
